,accepts_apple_pay,accepts_bitcoin,accepts_credit_cards,accepts_google_pay,alcohol,ambience,attire,best_nights,bike_parking,caters,coat_check,date,delivery,dogs_allowed,gender_neutral_restrooms,good_for,good_for_dancing,good_for_groups,good_for_kids,happy_hour,has_dairy-free_options,has_gluten-free_options,has_pool_table,has_soy-free_options,has_tv,liked_by_vegans,liked_by_vegetarians,noise_level,outdoor_seating,parking,price_range,rating,review,smoking,take-out,takes_reservations,waiter_service,wheelchair_accessible,wi-fi
269,No,,Yes,,No,Casual,Casual,,Yes,No,,7/15/2015,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,"Awesome food, fantastic breakfast!  Been in a few times now and it's been excellent every time.  Real friendly lady hostess, I think she's the owner. Definitely recommend.",,Yes,No,Yes,,Free
270,No,,Yes,,No,Casual,Casual,,Yes,No,,5/16/2016,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,One of the places I will miss now that our daughter has graduated from Willamette.  The food is always amazing and it's worth the wait if busy!  Thanks for all the great breakfasts!,,Yes,No,Yes,,Free
271,No,,Yes,,No,Casual,Casual,,Yes,No,,7/9/2016,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,Great service.  Hidden gem.  Food was very good.  Only had breakfast there.  Got our coffee quick and it was refilled often.  Food was prompt.  Recommended.,,Yes,No,Yes,,Free
272,No,,Yes,,No,Casual,Casual,,Yes,No,,5/7/2016,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,"Very friendly service, we were greeted by Patty herself and the cooks as soon as we walked in for breakfast. The scramble, pancakes, and oatmeal were all delicious, and the herb biscuit is home made and worth a try. Would definitely go back if ever in the area again.",,Yes,No,Yes,,Free
273,No,,Yes,,No,Casual,Casual,,Yes,No,,11/14/2015,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,Friendly service.  Incredibly good breakfast food.  I think the eggs were farm fresh.  Sausage patty was the best.  I had there special pumpkin pancakes with cream of orange marmalade topping.  So glad I tried it.,,Yes,No,Yes,,Free
274,No,,Yes,,No,Casual,Casual,,Yes,No,,11/28/2015,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,"Small family cafe with great food, friendly staff, amazing home made herb biscuits. Nice presentation.",,Yes,No,Yes,,Free
275,No,,Yes,,No,Casual,Casual,,Yes,No,,8/2/2015,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,"Wonderful cafe! Amazing french toast!! The slices were so thick! Beautifully displayed and absolutely delicious! Very nicely decorated, really cute! Superior service! I would definately recommend to a friend!!",,Yes,No,Yes,,Free
276,No,,Yes,,No,Casual,Casual,,Yes,No,,5/18/2015,No,No,Yes,"Breakfast, Brunch, Lunch",,Yes,Yes,,Yes,,,,No,,Yes,Average,No,Private Lot,$11-30,5.0,"Food was delicious! Big portions, real maple syrup and homemade food! Prices are reasonable and atmosphere was relaxed and service was excellent. I will defiantly come back.",,Yes,No,Yes,,Free
0,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/9/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,Delish! The burgers are SO good and huge! Awesome service and great beer selection. They def didn't cut corners for this business at all. From the hydroflask cups to the digital beer board. We went twice in one week - had the wings - super tasty not heavily breaded. Then the bleu cheese burger. The pesto balsamic is good as well!The Mac and cheese is more of a parm/white cheese base. It's good just different than my expectations,No,Yes,Yes,Yes,Yes,Free
1,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/25/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Ever since relocating from Hawaii to Salem in July 2018, this has been our Go To place for ""Date Night""...Ever since our first visit back in 2014, Sparky's has really evolved from a Growler Fill Stop & Home Brew Shop to a Full-Service Restaurant with their own In-House Brews...Their Service staff is super-friendly and efficient...they are very knowledgable about the 30+ brews on tap...There is ample parking both in front and in back of Sparky's...Huge props to the Kitchen Crew for the fabulous food coming out of the kitchen, I still haven't come across anything that I wouldn't recommend or try again...A definite must try for residents or visitors.",No,Yes,Yes,Yes,Yes,Free
2,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/18/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,3.0,"Okay spot. I came on a lazy Saturday. I ordered boneless buffalo chicken. Hard to mess this up and I got what I expected. Typical bar food. So far so good. I was let down that a brew pub didn't have nachos. Heartbroken they didn't have tacos. And devastated they didn't have pulled pork sandwiches. Oh well. I'll have a pizza. I love pizza I ordered the Maui Wowie pizza that boasts ham, bacon, pineapple, and jalapeño. This is as Hawaiian as flannel. Still, add bacon to dirt and I'll likely eat it. This isn't a pizza. They ruined the crust. They say they ""craftily infused"" their pizza dough with craft beer. I don't know. But have you ever had one of those crappy gluten free crusts that are brittle and have bland taste? This is it. Horrible pizza crust. No tomato sauce. If it weren't for the seductive powers of bacon, this might be the worst pizza in the state. Texture is lost, chewability, balance, crunch, zing, are all zero. The crust had more in common with white bread than pizza crust. Maybe they just didn't cook it enough. Who knows. Steer clear of their pizza. They're trying to be cute. Just avoid it. Stick with a sandwich instead. The food isn't terrible. It isn't great. I wouldn't drive here for it. As far as beer goes, plenty of beer pubs in town with great selection and better food. Come here if you're in the immediate area. Otherwise, try our Victory Pub, Salem Ale Works, or Gilgamesh",No,Yes,Yes,Yes,Yes,Free
3,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/11/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,Fantastic place. Trivia Tuesdays is the best. Love the food and all the beer choices. Try the pizza,No,Yes,Yes,Yes,Yes,Free
4,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/16/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Veggie burger was good but the veggie patty was too mushy in my opinion. The cross cut fries were delicious and well seasoned. The chipotle aioli was delicious and amazing and a bit spicy too.,No,Yes,Yes,Yes,Yes,Free
5,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,5/3/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"On a recent trip to Salem, OR where we were touring the breweries of the city we  made a stop to Sparky's Brewing Company. This particular brewery seems to be more of a taphouse oriented place where most of the beer on hand are from other breweries. They do however brew their own beer and they had one of their own on tap. Steve and I got a bready, amber like beer that had their brand name that was associated with it and it was good! I like those kinds of beers!Sparky's also serves food and we would have ordered something if we didn't have supper before coming here because the fries and burgers here looked great!The service was friendly and the stop here was fun! No complaints!",No,Yes,Yes,Yes,Yes,Free
6,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/3/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,Great little spotAmazing craft beer  over 30 options on draft make sure to try the sampler if you like beerAnd for you non drinker like my friend  make sure to try the wings and burger So happy I stopped by in Salem,No,Yes,Yes,Yes,Yes,Free
7,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/25/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Looking for some food in the area, and we struck serious gold! Our group of four ordered the blue cheese burger, chicken strips, Hawaiian pizza, and the garlic chicken pizza and I'm telling you they were all jaw droppingly  amazing!. The chicken strips were obviously handmade and very crispy while juicy in the middle. My blue cheese burger had a char on it that woke my taste buds up and I enjoyed every bite. Both pizzas were so very flavorful with an awesome crispy crust that you were forced to eat it all. Very impressed with this place, can't wait to come back.",No,Yes,Yes,Yes,Yes,Free
8,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/30/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Chose this place for dinner and a beer (visiting from out of town).    Great atmosphere.  Friendly waitstaff.   Great tap selection.    The hamburger I ordered was amazing.    In short, this place is pretty awesome.",No,Yes,Yes,Yes,Yes,Free
9,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/28/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"I stopped here for lunch on the way to Bend. I wouldn't really consider this a brewery since they only had one of their beers on tap (an IPA). They had about 20+ other beers, mostly from around Oregon. There was definitely a good selection. I had the soup and salad combo for lunch. It. And with the soup of the day which was a black bean and sweet potato soup and the power salad which had some quinoa and balsamic vinaigrette. It was a tasty, lighter lunch. It wasn't overly expensive and service was friendly. I would recommend a stop here.",No,Yes,Yes,Yes,Yes,Free
10,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,4/7/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Sparky's is a cool brewery with really good food. One bummer is that they only had two of their own beer on tap. But they made up for it with the other 20 ish Oregon beers on tap. The staff was very nice and very knowledgeable about the beers they were serving. It was a great place to start our crawl. Next we off to Bine Valley Brewery.,No,Yes,Yes,Yes,Yes,Free
11,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,7/31/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Huge beer selection, as well as a number of ciders and alcohol-free beverages on tap. Menu includes burgers, sandwiches and pizza. They had a few specials but the board is kind of hidden and the server didn't let us know (And they sounded amazing!) We had the Maui Wowie pizza.. a little bit of a kick so soooo good!",No,Yes,Yes,Yes,Yes,Free
12,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,4/12/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Solid, solid,solid bar with lots of room good food and a good selection of adult beverages.  Staff is good and anything you order is brought fairly quickly.  The place won't amaze you but it is very enjoyable.",No,Yes,Yes,Yes,Yes,Free
13,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/31/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Great selection of beers, nice drink of the day for non-beer drinkers. The food was delicious - Ahi Tuna Burger and the Blue Burger as a salad - great option to forgo the bun and fries! Pretty pricey keeps me from giving it a 5 star, but nice atmosphere and plenty of parking!",No,Yes,Yes,Yes,Yes,Free
14,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,1/31/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"This is a really great establishment - big selection of beers, a really nice space for not only getting together, but working as well - or just eating at the bar. I came in with two others and we were seated near the bar area. Our waitress was really nice and informative and told us what our flight options were, (4 or 8) and how to do it. We picked out our 8, (5 beers and 3 ciders). We liked most of the beers, and most of the ciders. In particular, my favorite cider was the strawberry delight.We also ordered burgers. I had the classic with fries. Others had theirs with the cheese fries which were really good as well. What honestly took my burger and fries to the next level was their house sauce which was this wonderful creamy tarragon that, while not overpowering, really popped everything. It seriously put everything on another level. My burger and fries were cooked well, with plenty of garnishes, and everything was great.So, this was a great experience. I don't live in Salem, but one of my family members who does live there suggested it and I'm very glad we went. Four stars - I'd really like to come back someday.",No,Yes,Yes,Yes,Yes,Free
15,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,6/29/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Great IPA and appetizers! Dog-friendly patio is awesome! Bike lane all the way, so taking home a growler.",No,Yes,Yes,Yes,Yes,Free
16,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,5/11/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"So came here for lunch with my Brother and the food was really good! The Great Ball of Fire was good!  Like really good, a little kick of Habanero in the mac and cheese.  The boneless wings are really on spot with the flavor also!  Looks like it might be a fun spot on a Friday Night!",No,Yes,Yes,Yes,Yes,Free
17,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,4/4/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"We have been in multiple times. We enjoy the way they do onion rings, cut into pieces. This change is great by us. We came in today, ordered the garlic veggie pizza. I prefer a meat pizza. This one was great, in my opinion. I would have preferred a bit of meat though. Still 5 stars  They've got specials most of the time. I try to look for something I like. Currently they have Clam Chowder. I like it a lot, so a very low bar for me to like it. I did like it. We came in tonight. We ordered and got a true half and half pizza.",No,Yes,Yes,Yes,Yes,Free
18,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,1/28/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,The mac and cheese omg so good. Took a first date here and now she's my girlfriend. Will definitely be back.,No,Yes,Yes,Yes,Yes,Free
19,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/11/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,1.0,"My party of 4 came into this place with only one other person.....let me reiterate ONE SINGLE MALE other than my party of 4, in this establishment. We entered, two out of my party sat down and my husband and I went straight to the bar and were trying to decide what type of drink we would like. Mind you we mentioned this was our first time here and wanted to try some before ordering. She said okay, asked no questions and had no recommendations. Radio silence. So I asked what pale ales are on tap trying to get some direction. She was very informative (sarcasm), but she did provide three testers and thankfully we found a good one from the three as there are 36 on tap. So we ordered, I got my drink right away and we sat down. 5 minutes goes by and my husband doesn't have a drink, I'm not one to go out of our way to bother the server because I mean they may be busy with other things. So at 7 minutes she comes to the table and asks if we would like food. My son orders food and I REORDER my husbands beer. She says she would be back shortly. Okay cool. We look up and she's hanging by the register filtering through a stack of debit receipts and then picks her phone up and begins texting. I walk up to the bar to reorder, but she doesn't look up at me for the whole minute and a half that I awkwardly stand there. I stand for a bit more and my frustrated husband saunters up and states we have ordered his beer twice now and are still waiting. She doesn't even apologize and just pours it and places it onto the bar. I wanted to love this place, but if it takes 20 minutes to get a beer that needs to be ordered 3 times until you get it, I don't think I will be back. When asked for recommendations from my many friends, I will definitely be sure to add this to the DO NOT visit list.",No,Yes,Yes,Yes,Yes,Free
20,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/20/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,1.0,"I would give a lesser review. The service sucked. Our waiter did not check on us once we got our food, did not refill our water, asked for a to go box & did not receive. She seemed to be giving better service to the white folks there. Which is horrible. Also no bye or thank you when we left. Terrible.  Food was okay. Mind you I was in Oregon for vacation.",No,Yes,Yes,Yes,Yes,Free
21,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,5/7/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"This place may be soon my favorite burger spot.  Great, large selective of taps - including several kambucha options.  Clean and lots of seating available.  Albeit my Breakside IPA was a whopping $7 for a pint! My husband​ tried a kambucha at $4/pint.  We shared an order of Buffalo wings, nearly burned my lips off!! If this is their version of Buffalo.... I'd hate to switch up to something hotter; you'd end up breathing fire, no doubt.The classic cheeseburger was great.  A few too​ many onions, but an awesome burger.Will be back!  Not running back for the Buffalo wings, but definitely the burgers!! And if you're​ going with a group, bring a growler and split it to make the beers within a typical price range. Although, maybe it was just that particular IPA? I was a stunned at a $7 pint! This was not a double IPA or some crazy high IBU specialty in a fancy glass.  I felt the spark through in those wings and the overpriced IPA.",No,Yes,Yes,Yes,Yes,Free
22,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,4/10/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,2.0,"Just to preface we didn't have any beers. I only gave 2 stars cuz the waitress was pretty good. However the chef apparently has an obsession with pepper. We got the French dip and the meat was cooked with pepper... pretty standard.... But there was some mayonnaise and pepper sauce smothered on the meat, and the au jus had a ton of pepper in it too. It was edible, and we were on a pit stop on a long road trip, but I'd never order food there. They were quick and nice. But the chef needs some training. Atmosphere was cool and if ur going to drink there was a ton of beers on tap.",No,Yes,Yes,Yes,Yes,Free
23,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,2/19/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Excellent service tonight, our server rocked!! Great recommendations on beer and the food was excellent!! Will definitely be back! Just wish it was closer to Eugene!!!",No,Yes,Yes,Yes,Yes,Free
24,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/31/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Great beer and kombucha selection. I would give it 5 stars but $15 for chicken tenders is a bit much. Am I eating the golden chicken? Anyways, I love the trivia nights there and the staff are attentive and personable. Shout out to Cameron! There's a great vibe there and it's a neat environment. Don't be thrown off by the location!",No,Yes,Yes,Yes,Yes,Free
25,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/7/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Great food, beer and service. Came for the first time today during lunch. Had the chicken strips and criss cut fries. Large servings and very tasty. TVs are set up all around as well. Would definitely recommend, especially during a game.",No,Yes,Yes,Yes,Yes,Free
26,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/28/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,3.0,"So the service here is great. The food is just ok though. I like their beer selection a lot, their servers and bartenders all are very knowledgeable about their beer. Their food is all heavy. Even though I am sure everything is made there is feels heavy and tastes heavy. Main complaints is that the BBQ is very very peppery. Also their ranch tastes more like tartar sauce than ranch. Very heavy on the dill. The Maui Wowie is the best thing I have had- probably because the fresh pineapple and jalapeño added the little ""fresh"" that some other choices are lacking. Really like this place and will definitely go back. Just wish the food could take a step up.",No,Yes,Yes,Yes,Yes,Free
27,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/21/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Good food - burgers and pizza. Fries were awesome some of the best I have ever had. Large selection of Craft beer - Not too many good lagers though. They Also have Kombucha draft tea.,No,Yes,Yes,Yes,Yes,Free
28,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/2/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Giving this five stars for beer and food. Very good. The bartender was decent and there was a really hot girl-next-door waitress.However the locals sucked so that drops it a star. really obnoxious and annoying that kinda ""Trash"" up the place.",No,Yes,Yes,Yes,Yes,Free
29,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,8/6/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Great tasting food and nice seating. Service was good making the wait worth it! Lots of choices for tap and even some good root beer! Came during the day and kids were around so it's a great place for family also!,No,Yes,Yes,Yes,Yes,Free
30,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,3/16/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"So happy to find a new brewery to hit up this summer!! Atmosphere was super cool, great selection on tap, the food (especially the salad) wAs delicious!! Can't wait to come back",No,Yes,Yes,Yes,Yes,Free
31,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,11/26/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,Came here for a date night with my man and the best thing to do is order a flight to taste and the food here is super fresh and delicious!,No,Yes,Yes,Yes,Yes,Free
32,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,5/14/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"LOVED Sparkys. We were heading back to Bend from Portland, and being Bendites of course we stopped at Brewery and I'm glad we did! I liked it even better than some of ours (shhh ;) ) It was pretty busy, but our server was awesome and super friendly. Food was amazing! I got the mac n cheese and add3d chicken and buffalo sauce. My boyfriend got the contractor classic burger and added bacon. We shared them because they both were so great!! Definitely recommend here for the beer, food and service!",No,Yes,Yes,Yes,Yes,Free
33,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,6/18/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Unreal, gigantic burgers grilled perfectly! My husband and I split one and gobbled up all the seasoned fries. Super friendly wait staff and very comfortable, casual place. Second time we went there and we will return. Hard to find good food in Salem but this bar and grill is well worth it.",No,Yes,Yes,Yes,Yes,Free
34,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,7/3/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Had the contractor burger and Boursin crisscut fries. Was fresh tasting and bun was soft and buttery. Great bartender - good guy.   Great beers on tap!,No,Yes,Yes,Yes,Yes,Free
35,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,5/3/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Great experience! First time in Oregon and needed to try some local beers. This place was close to where I was staying and ended up being perfect. Had a delicious beer from their large (and constantly changing, supposedly) beer menu. And a delicious Maui Waui (?) pizza. Great conversation at the bar and an overall wonderful welcome-to-Oregon experience!",No,Yes,Yes,Yes,Yes,Free
36,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,5/14/2018,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"This will be short for me.  Fairly good joint.  They are big on local brews and natural ingredients.  I was driving and couldn't tryva brew so I just wanted a burger and a diet Peosi.  No luck just some natural sodas with regular sugar.  Had one it was good but not what I wanted.  The burger was great!  Cooked just as ordered and the soup special was very good.  Meaty, tomatoey.  Nice.  Service was very good nice friendly place. Recommend if you are in area.",No,Yes,Yes,Yes,Yes,Free
37,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,11/19/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"I wasn't expecting too much from a restaurant in a strip mall next to a laundromat behind a Carl's, Jr.  this place was great.  Incredible beer selection, great food, shuffleboard, friendly service.  This was exactly what we were looking for.  Fortunately, we had the kids with us, and they are welcome until 9 pm on Sundays.",No,Yes,Yes,Yes,Yes,Free
38,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,4/15/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Great beer selection and the food was awesome! I had the Maui Wowie Burger and it was spicy and delicious. I will definitely be back to try their pizzas the next time I am in Salem. They also do a Sunday brunch that sounds amazing. Totally worth checking this place out.,No,Yes,Yes,Yes,Yes,Free
39,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/30/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,Came to Sparky's for brunch on a Saturday. The Chicken & Waffles with gravy were delicious!,No,Yes,Yes,Yes,Yes,Free
40,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,6/5/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,5.0,"Love this place!  Very friendly, good food, good beer selection.  It helps that they have one of my favorite sours on tap!!!  Dog friendly and that's a HUGE plus in my book.  Very relaxed chill atmosphere and staff is great.  They have an outdoor patio as well as which is always nice.  Prices are reasonable.",No,Yes,Yes,Yes,Yes,Free
41,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,11/8/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Solid beer and food menu make Sparky's an easy choice for a beer and pretty decent meal. While it's not a 5-star location and ambiance, it has good energy and is a comfortable place to hang out. Nice servers and clean taproom. A solid 4",No,Yes,Yes,Yes,Yes,Free
42,No,,Yes,,Beer & Wine Only,Casual,Casual,"Thu, Fri",Yes,No,No,9/29/2017,No,,,"Lunch, Dinner",No,Yes,No,Yes,,,No,Yes,Yes,Yes,,Average,Yes,Private Lot,$11-30,4.0,"Lots of beers and ciders on tap! Even a couple Kombucha's?! We had already ate so didn't have dinner, however we did have room to try their chicken wings. Perfect! NOT breaded, just like I like them. A handful of sauces to choose from, we did the classic buffalo. Yum! We will be back to eat a meal. We've heard good things, and saw a couple great looking burgers pass by us. We sat at the bar and had great service.",No,Yes,Yes,Yes,Yes,Free
